Agent_X,Agent_Y,Agent_Z
66.61118,-0.41652724,62.543087
67.43062,-0.3148577,61.23016
68.431046,-0.20325679,59.98851
69.570816,-0.09383939,58.816036
70.81223,0.0127263395,57.69469
72.092125,0.10992386,56.559723
73.38555,0.13646105,55.37726
74.68871,0.15791492,54.148273
75.97786,0.17402413,52.85172
77.22286,0.17580149,51.461548
78.465744,0.17762281,50.021618
79.73809,0.1661535,48.55797
81.00122,0.15066929,47.03726
82.23146,0.13457407,45.444202
83.4295,0.11802919,43.78263
84.60176,0.10478809,42.060764
85.73489,0.14521278,40.28107
86.83512,0.20015714,38.445595
87.9137,0.24315585,36.561306
88.9771,0.18081702,34.62822
90.04342,0.109332465,32.62989
91.11484,0.06865509,30.577812
92.184395,0.19337688,28.50338
93.24723,0.32607573,26.37635
94.28573,0.455368,24.189056
95.22752,0.558224,21.914833
96.055626,0.4276323,19.543941
96.73374,0.47601202,17.105385
97.35092,0.5498467,14.623641
97.97664,0.2754581,12.104232
98.51081,0.30481118,9.550512
98.96393,0.3120259,6.9387803
99.35901,0.3136946,4.2737794
99.71152,0.31445098,1.5653354
100.03589,0.3143005,-1.182585
100.34431,0.31381232,-3.9588058
100.644905,0.3137433,-6.73738
100.943886,0.31373757,-9.516127
101.225296,0.3137383,-12.296638
101.38976,0.31373823,-15.086129
101.42787,0.31388766,-17.867495
101.38501,0.31419095,-20.628103
101.29473,0.31456223,-23.366772
101.127464,0.31496352,-26.080904
100.8866,0.31537804,-28.768658
100.48709,0.31579903,-31.415543
99.84641,0.31622195,-33.993362
99.04136,0.31664565,-36.50337
98.14341,0.31707007,-38.95968
97.13837,0.31749496,-41.351315
95.93335,0.3179782,-43.616547
94.47245,0.31901377,-45.636086
92.816696,0.32085446,-47.33634
90.99994,0.32276937,-48.708252
89.00307,0.32370934,-49.786068
86.84947,0.32391325,-50.55742
84.59536,0.323836,-51.015594
82.296135,0.32357806,-51.283787
79.97359,0.32326996,-51.47066
77.63441,0.32304922,-51.460827
75.32153,0.32299277,-51.124992
73.135056,0.32364905,-50.469925
71.007416,0.32374024,-49.59079
68.9218,0.3237495,-48.61351
66.87647,0.32385933,-47.571217
64.87923,0.32390693,-46.439693
62.894382,0.3239283,-45.286514
60.874607,0.32476807,-44.36078
58.916187,0.32724643,-43.79858
56.946934,0.32894427,-43.556583
54.937214,0.32938915,-43.61999
52.93544,0.32921502,-43.99502
50.9654,0.32866114,-44.620728
48.984463,0.32799414,-45.319424
46.942112,0.32735267,-45.92854
44.822273,0.3267991,-46.327953
42.64541,0.32632977,-46.429176
40.449654,0.32584637,-46.238857
38.24293,0.32526994,-45.895008
36.015972,0.32467154,-45.493744
33.76761,0.32410422,-45.060127
31.517586,0.32395408,-44.60442
29.270853,0.32394454,-44.132748
27.15078,0.32543465,-43.685272
